GCN_SEQNO,ETC_NAME,NDC,BN,LN,LN25,LN60,GNN,GNN60,Package_Description,TRADENAME,STR,STR60,RT,GCRT_DESC,ETC_ID,ETC_HIERARCHY_LEVEL,ETC_ULTIMATE_PARENT_ETC_ID,ETC_PARENT_ETC_ID,ETC_ULTIMATE_CHILD_IND,GCN,GCRT,HICL_SEQNO,HIC3,HIC3_SEQN,TC,prednisoneMultiplier,prednisodeEquivalentDose,category,subcategory
8994,Aminopenicillin Antibiotic - Beta-lactamase Inhibitor Combinations,54569012101,AUGMENTIN,AUGMENTIN 250-62.5 TAB CHEW,,AUGMENTIN 250-62.5 TAB CHEW,AMOXICILLIN/POTASSIUM CLAV,AMOXICILLIN/POTASSIUM CLAVULANATE,BOTTLE,,250-62.5MG,250 mg-62.5 mg,ORAL,ORAL,2623,7,2549,2621,1,67391,1,3962,W1A,476,22,,,,
8994,Aminopenicillin Antibiotic - Beta-lactamase Inhibitor Combinations,54569012102,AUGMENTIN,AUGMENTIN 250-62.5 TAB CHEW,,AUGMENTIN 250-62.5 TAB CHEW,AMOXICILLIN/POTASSIUM CLAV,AMOXICILLIN/POTASSIUM CLAVULANATE,BOTTLE,,250-62.5MG,250 mg-62.5 mg,ORAL,ORAL,2623,7,2549,2621,1,67391,1,3962,W1A,476,22,,,,
8994,Aminopenicillin Antibiotic - Beta-lactamase Inhibitor Combinations,54569012103,AUGMENTIN,AUGMENTIN 250-62.5 TAB CHEW,,AUGMENTIN 250-62.5 TAB CHEW,AMOXICILLIN/POTASSIUM CLAV,AMOXICILLIN/POTASSIUM CLAVULANATE,BOTTLE,,250-62.5MG,250 mg-62.5 mg,ORAL,ORAL,2623,7,2549,2621,1,67391,1,3962,W1A,476,22,,,,
8994,Aminopenicillin Antibiotic - Beta-lactamase Inhibitor Combinations,54868170901,AUGMENTIN,AUGMENTIN 250-62.5 TAB CHEW,,AUGMENTIN 250-62.5 TAB CHEW,AMOXICILLIN/POTASSIUM CLAV,AMOXICILLIN/POTASSIUM CLAVULANATE,BOTTLE,AUGMENTIN CHEWABLE TABLETS,250-62.5MG,250 mg-62.5 mg,ORAL,ORAL,2623,7,2549,2621,1,67391,1,3962,W1A,476,22,,,,
8994,Aminopenicillin Antibiotic - Beta-lactamase Inhibitor Combinations,55045137308,AUGMENTIN,AUGMENTIN 250-62.5 TAB CHEW,,AUGMENTIN 250-62.5 TAB CHEW,AMOXICILLIN/POTASSIUM CLAV,AMOXICILLIN/POTASSIUM CLAVULANATE,BOTTLE,AUGMENTIN CHEWABLE TABLETS,250-62.5MG,250 mg-62.5 mg,ORAL,ORAL,2623,7,2549,2621,1,67391,1,3962,W1A,476,22,,,,
8994,Aminopenicillin Antibiotic - Beta-lactamase Inhibitor Combinations,55175174500,AUGMENTIN,AUGMENTIN 250-62.5 TAB CHEW,,AUGMENTIN 250-62.5 TAB CHEW,AMOXICILLIN/POTASSIUM CLAV,AMOXICILLIN/POTASSIUM CLAVULANATE,BOTTLE,,250-62.5MG,250 mg-62.5 mg,ORAL,ORAL,2623,7,2549,2621,1,67391,1,3962,W1A,476,22,,,,
8994,Aminopenicillin Antibiotic - Beta-lactamase Inhibitor Combinations,57362033613,AUGMENTIN,AUGMENTIN 250-62.5 TAB CHEW,,AUGMENTIN 250-62.5 TAB CHEW,AMOXICILLIN/POTASSIUM CLAV,AMOXICILLIN/POTASSIUM CLAVULANATE,BOTTLE,,250-62.5MG,250 mg-62.5 mg,ORAL,ORAL,2623,7,2549,2621,1,67391,1,3962,W1A,476,22,,,,
8994,Aminopenicillin Antibiotic - Beta-lactamase Inhibitor Combinations,58016178012,AUGMENTIN,AUGMENTIN 250-62.5 TAB CHEW,,AUGMENTIN 250-62.5 TAB CHEW,AMOXICILLIN/POTASSIUM CLAV,AMOXICILLIN/POTASSIUM CLAVULANATE,BOTTLE,,250-62.5MG,250 mg-62.5 mg,ORAL,ORAL,2623,7,2549,2621,1,67391,1,3962,W1A,476,22,,,,
8994,Aminopenicillin Antibiotic - Beta-lactamase Inhibitor Combinations,58016178015,AUGMENTIN,AUGMENTIN 250-62.5 TAB CHEW,,AUGMENTIN 250-62.5 TAB CHEW,AMOXICILLIN/POTASSIUM CLAV,AMOXICILLIN/POTASSIUM CLAVULANATE,BOTTLE,,250-62.5MG,250 mg-62.5 mg,ORAL,ORAL,2623,7,2549,2621,1,67391,1,3962,W1A,476,22,,,,
8994,Aminopenicillin Antibiotic - Beta-lactamase Inhibitor Combinations,58016178030,AUGMENTIN,AUGMENTIN 250-62.5 TAB CHEW,,AUGMENTIN 250-62.5 TAB CHEW,AMOXICILLIN/POTASSIUM CLAV,AMOXICILLIN/POTASSIUM CLAVULANATE,BOTTLE,,250-62.5MG,250 mg-62.5 mg,ORAL,ORAL,2623,7,2549,2621,1,67391,1,3962,W1A,476,22,,,,
8994,Aminopenicillin Antibiotic - Beta-lactamase Inhibitor Combinations,60346059021,AUGMENTIN,AUGMENTIN 250-62.5 TAB CHEW,,AUGMENTIN 250-62.5 TAB CHEW,AMOXICILLIN/POTASSIUM CLAV,AMOXICILLIN/POTASSIUM CLAVULANATE,BOTTLE,,250-62.5MG,250 mg-62.5 mg,ORAL,ORAL,2623,7,2549,2621,1,67391,1,3962,W1A,476,22,,,,
8994,Aminopenicillin Antibiotic - Beta-lactamase Inhibitor Combinations,66116067930,AUGMENTIN,AUGMENTIN 250-62.5 TAB CHEW,,AUGMENTIN 250-62.5 TAB CHEW,AMOXICILLIN/POTASSIUM CLAV,AMOXICILLIN/POTASSIUM CLAVULANATE,BOTTLE,,250-62.5MG,250 mg-62.5 mg,ORAL,ORAL,2623,7,2549,2621,1,67391,1,3962,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00003010120,TRIMOX,TRIMOX 250 MG CAPSULE,,TRIMOX 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00003010150,TRIMOX,TRIMOX 250 MG CAPSULE,,TRIMOX 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00003010151,TRIMOX,TRIMOX 250 MG CAPSULE,,TRIMOX 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BLIST PACK,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00003010160,TRIMOX,TRIMOX 250 MG CAPSULE,,TRIMOX 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00003023050,TRIMOX,TRIMOX 250 MG CAPSULE,,TRIMOX 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00003023051,TRIMOX,TRIMOX 250 MG CAPSULE,,TRIMOX 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00003023060,TRIMOX,TRIMOX 250 MG CAPSULE,,TRIMOX 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00005314423,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00005314431,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00008055901,WYMOX,WYMOX 250 MG CAPSULE,,WYMOX 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00008055902,WYMOX,WYMOX 250 MG CAPSULE,,WYMOX 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00015727858,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00015727860,POLYMOX,POLYMOX 250 MG CAPSULE,,POLYMOX 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00015727862,POLYMOX,POLYMOX 250 MG CAPSULE,,POLYMOX 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00015727866,POLYMOX,POLYMOX 250 MG CAPSULE,,POLYMOX 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00015727873,POLYMOX,POLYMOX 250 MG CAPSULE,,POLYMOX 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00015727880,POLYMOX,POLYMOX 250 MG CAPSULE,,POLYMOX 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00015727886,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00022042810,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00022042814,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00029600613,AMOXIL,AMOXIL 250 MG CAPSULE,,AMOXIL 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00029600630,AMOXIL,AMOXIL 250 MG CAPSULE,,AMOXIL 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00029600631,AMOXIL,AMOXIL 250 MG CAPSULE,,AMOXIL 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00029600632,AMOXIL,AMOXIL 250 MG CAPSULE,,AMOXIL 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00029668130,LAROTID,LAROTID 250 MG CAPSULE,,LAROTID 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00029668131,LAROTID,LAROTID 250 MG CAPSULE,,LAROTID 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00029668132,LAROTID,LAROTID 250 MG CAPSULE,,LAROTID 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00047073024,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00047073030,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00047073040,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00056015370,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00056015385,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00063111206,SUMOX,SUMOX 250 MG CAPSULE,,SUMOX 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00071073024,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00071073030,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00071073040,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00093061301,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00093061305,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00093310701,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,AMOXICILLIN,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00093310705,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,AMOXICILLIN,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00093310719,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BLIST PACK,AMOXICILLIN,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00093310756,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00093310793,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BLIST PACK,AMOXICILLIN,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00102180001,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00122044901,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00143993801,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,AMOXICILLIN,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00143993805,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,AMOXICILLIN,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00150261740,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00150261760,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00157053201,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00157053205,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00182107001,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00182107005,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00182107089,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BLIST PACK,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00188828601,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00228211710,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00228211750,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00228268811,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00228268851,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00247000100,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00247000101,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00247000102,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00247000103,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00247000104,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00247000105,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00247000106,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00247000108,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00247000109,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00247000110,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00247000112,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00247000115,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
8995,Aminopenicillin Antibiotic,00247000120,AMOXICILLIN,AMOXICILLIN 250 MG CAPSULE,,AMOXICILLIN 250 MG CAPSULE,AMOXICILLIN,AMOXICILLIN,BOTTLE,,250 MG,250 mg,ORAL,ORAL,3,5,2549,1,1,39660,1,3963,W1A,476,22,,,,
