database,exposure,outcomeCategory,Disease,denomPatid,denomIndexExp,timeWindow,numer,prevPct
Marketscan,NSAID or no exposure,Uveitis,Uveitis,8025,10589,Prior to index,1186,11.2003022
Marketscan,TNF,Cardiac disease,Aortic Insufficiency/Aortic Regurgitation,4797,5779,12 months,81,1.401626579
Marketscan,TNF,Cardiac disease,Aortic Insufficiency/Aortic Regurgitation,4797,5779,24 months,107,1.8515314068
Marketscan,TNF,Cardiac disease,Aortic Insufficiency/Aortic Regurgitation,4797,5779,36 months,120,2.0764838207
Marketscan,TNF,Cardiac disease,Aortic Insufficiency/Aortic Regurgitation,4797,5779,Prior to index,106,1.834227375
Marketscan,TNF,Cardiac disease,Conduction Block,4797,5779,12 months,72,1.2458902924
Marketscan,TNF,Cardiac disease,Conduction Block,4797,5779,24 months,101,1.7477072158
Marketscan,TNF,Cardiac disease,Conduction Block,4797,5779,36 months,114,1.9726596297
Marketscan,TNF,Cardiac disease,Conduction Block,4797,5779,Prior to index,98,1.6957951203
Marketscan,TNF,Cardiac disease,Myocardial infarction,4797,5779,12 months,11,0.1903443502
Marketscan,TNF,Cardiac disease,Myocardial infarction,4797,5779,24 months,20,0.3460806368
Marketscan,TNF,Cardiac disease,Myocardial infarction,4797,5779,36 months,21,0.3633846686
Marketscan,TNF,Cardiac disease,Myocardial infarction,4797,5779,Prior to index,30,0.5191209552
Marketscan,TNF,Inflammatory bowel disease,Crohn’s Disease,4797,5779,12 months,352,6.0910192075
Marketscan,TNF,Inflammatory bowel disease,Crohn’s Disease,4797,5779,24 months,396,6.8523966084
Marketscan,TNF,Inflammatory bowel disease,Crohn’s Disease,4797,5779,36 months,406,7.0254369268
Marketscan,TNF,Inflammatory bowel disease,Crohn’s Disease,4797,5779,Prior to index,369,6.3851877487
Marketscan,TNF,Inflammatory bowel disease,Ulcerative Colitis,4797,5779,12 months,251,4.3433119917
Marketscan,TNF,Inflammatory bowel disease,Ulcerative Colitis,4797,5779,24 months,287,4.9662571379
Marketscan,TNF,Inflammatory bowel disease,Ulcerative Colitis,4797,5779,36 months,300,5.1912095518
Marketscan,TNF,Inflammatory bowel disease,Ulcerative Colitis,4797,5779,Prior to index,283,4.8970410106
Marketscan,TNF,Kidney disease,Amyloidosis,4797,5779,12 months,2,0.0346080637
Marketscan,TNF,Kidney disease,Amyloidosis,4797,5779,24 months,4,0.0692161274
Marketscan,TNF,Kidney disease,Amyloidosis,4797,5779,36 months,4,0.0692161274
Marketscan,TNF,Kidney disease,Amyloidosis,4797,5779,Prior to index,2,0.0346080637
Marketscan,TNF,Kidney disease,IgA nephropathy,4797,5779,12 months,10,0.1730403184
Marketscan,TNF,Kidney disease,IgA nephropathy,4797,5779,24 months,12,0.2076483821
Marketscan,TNF,Kidney disease,IgA nephropathy,4797,5779,36 months,13,0.2249524139
Marketscan,TNF,Kidney disease,IgA nephropathy,4797,5779,Prior to index,13,0.2249524139
Marketscan,TNF,Kidney disease,Nephrotic syndrome,4797,5779,12 months,4,0.0692161274
Marketscan,TNF,Kidney disease,Nephrotic syndrome,4797,5779,24 months,6,0.103824191
Marketscan,TNF,Kidney disease,Nephrotic syndrome,4797,5779,36 months,7,0.1211282229
Marketscan,TNF,Kidney disease,Nephrotic syndrome,4797,5779,Prior to index,8,0.1384322547
Marketscan,TNF,Lung disease,Apical Pulmonary fibrosis,4797,5779,12 months,1,0.0173040318
Marketscan,TNF,Lung disease,Apical Pulmonary fibrosis,4797,5779,24 months,1,0.0173040318
Marketscan,TNF,Lung disease,Apical Pulmonary fibrosis,4797,5779,36 months,1,0.0173040318
Marketscan,TNF,Lung disease,Apical Pulmonary fibrosis,4797,5779,Prior to index,1,0.0173040318
Marketscan,TNF,Lung disease,Interstitial lung disease,4797,5779,12 months,6,0.103824191
Marketscan,TNF,Lung disease,Interstitial lung disease,4797,5779,24 months,6,0.103824191
Marketscan,TNF,Lung disease,Interstitial lung disease,4797,5779,36 months,6,0.103824191
Marketscan,TNF,Lung disease,Interstitial lung disease,4797,5779,Prior to index,4,0.0692161274
Marketscan,TNF,Lung disease,Restrictive lung disease ,4797,5779,12 months,135,2.3360442983
Marketscan,TNF,Lung disease,Restrictive lung disease ,4797,5779,24 months,186,3.2185499221
Marketscan,TNF,Lung disease,Restrictive lung disease ,4797,5779,36 months,202,3.4954144316
Marketscan,TNF,Lung disease,Restrictive lung disease ,4797,5779,Prior to index,224,3.876103132
Marketscan,TNF,Neurological Disease,Cauda Equina syndrome,4797,5779,12 months,0,0
Marketscan,TNF,Neurological Disease,Cauda Equina syndrome,4797,5779,24 months,1,0.0173040318
Marketscan,TNF,Neurological Disease,Cauda Equina syndrome,4797,5779,36 months,2,0.0346080637
Marketscan,TNF,Neurological Disease,Cauda Equina syndrome,4797,5779,Prior to index,3,0.0519120955
Marketscan,TNF,Neurological Disease,Spinal Cord compression,4797,5779,12 months,15,0.2595604776
Marketscan,TNF,Neurological Disease,Spinal Cord compression,4797,5779,24 months,27,0.4672088597
Marketscan,TNF,Neurological Disease,Spinal Cord compression,4797,5779,36 months,36,0.6229451462
Marketscan,TNF,Neurological Disease,Spinal Cord compression,4797,5779,Prior to index,16,0.2768645094
Marketscan,TNF,PsO/PsA,Psoriasis,4797,5779,12 months,275,4.7586087558
Marketscan,TNF,PsO/PsA,Psoriasis,4797,5779,24 months,347,6.0044990483
Marketscan,TNF,PsO/PsA,Psoriasis,4797,5779,36 months,388,6.7139643537
Marketscan,TNF,PsO/PsA,Psoriasis,4797,5779,Prior to index,294,5.0873853608
Marketscan,TNF,PsO/PsA,Psoriatic arthritis,4797,5779,12 months,469,8.1155909327
Marketscan,TNF,PsO/PsA,Psoriatic arthritis,4797,5779,24 months,549,9.4999134798
Marketscan,TNF,PsO/PsA,Psoriatic arthritis,4797,5779,36 months,570,9.8632981485
Marketscan,TNF,PsO/PsA,Psoriatic arthritis,4797,5779,Prior to index,493,8.5308876968
Marketscan,TNF,Uveitis,Uveitis,4797,5779,12 months,597,10.330507008
Marketscan,TNF,Uveitis,Uveitis,4797,5779,24 months,677,11.714829555
Marketscan,TNF,Uveitis,Uveitis,4797,5779,36 months,708,12.251254542
Marketscan,TNF,Uveitis,Uveitis,4797,5779,Prior to index,773,13.376016612
Medicare,DMARD,Cardiac disease,Aortic Insufficiency/Aortic Regurgitation,4231,5193,12 months,324,6.2391681109
Medicare,DMARD,Cardiac disease,Aortic Insufficiency/Aortic Regurgitation,4231,5193,24 months,484,9.320238783
Medicare,DMARD,Cardiac disease,Aortic Insufficiency/Aortic Regurgitation,4231,5193,36 months,576,11.091854419
Medicare,DMARD,Cardiac disease,Aortic Insufficiency/Aortic Regurgitation,4231,5193,Prior to index,564,10.860774119
Medicare,DMARD,Cardiac disease,Conduction Block,4231,5193,12 months,255,4.9104563836
Medicare,DMARD,Cardiac disease,Conduction Block,4231,5193,24 months,386,7.4330829963
Medicare,DMARD,Cardiac disease,Conduction Block,4231,5193,36 months,466,8.9736183324
Medicare,DMARD,Cardiac disease,Conduction Block,4231,5193,Prior to index,446,8.5884844984
Medicare,DMARD,Cardiac disease,Myocardial infarction,4231,5193,12 months,47,0.9050645099
Medicare,DMARD,Cardiac disease,Myocardial infarction,4231,5193,24 months,86,1.6560754862
Medicare,DMARD,Cardiac disease,Myocardial infarction,4231,5193,36 months,125,2.4070864625
Medicare,DMARD,Cardiac disease,Myocardial infarction,4231,5193,Prior to index,98,1.8871557866
Medicare,DMARD,Inflammatory bowel disease,Crohn’s Disease,4231,5193,12 months,361,6.9516657038
Medicare,DMARD,Inflammatory bowel disease,Crohn’s Disease,4231,5193,24 months,396,7.6256499133
Medicare,DMARD,Inflammatory bowel disease,Crohn’s Disease,4231,5193,36 months,415,7.9915270557
Medicare,DMARD,Inflammatory bowel disease,Crohn’s Disease,4231,5193,Prior to index,458,8.8195647988
Medicare,DMARD,Inflammatory bowel disease,Ulcerative Colitis,4231,5193,12 months,241,4.6408626998
Medicare,DMARD,Inflammatory bowel disease,Ulcerative Colitis,4231,5193,24 months,288,5.5459272097
Medicare,DMARD,Inflammatory bowel disease,Ulcerative Colitis,4231,5193,36 months,320,6.1621413441
Medicare,DMARD,Inflammatory bowel disease,Ulcerative Colitis,4231,5193,Prior to index,372,7.1634893125
Medicare,DMARD,Kidney disease,Amyloidosis,4231,5193,12 months,3,0.0577700751
Medicare,DMARD,Kidney disease,Amyloidosis,4231,5193,24 months,3,0.0577700751
Medicare,DMARD,Kidney disease,Amyloidosis,4231,5193,36 months,3,0.0577700751
Medicare,DMARD,Kidney disease,Amyloidosis,4231,5193,Prior to index,3,0.0577700751
Medicare,DMARD,Kidney disease,IgA nephropathy,4231,5193,12 months,16,0.3081070672
Medicare,DMARD,Kidney disease,IgA nephropathy,4231,5193,24 months,24,0.4621606008
Medicare,DMARD,Kidney disease,IgA nephropathy,4231,5193,36 months,30,0.577700751
Medicare,DMARD,Kidney disease,IgA nephropathy,4231,5193,Prior to index,47,0.9050645099
Medicare,DMARD,Kidney disease,Nephrotic syndrome,4231,5193,12 months,14,0.2695936838
Medicare,DMARD,Kidney disease,Nephrotic syndrome,4231,5193,24 months,21,0.4043905257
Medicare,DMARD,Kidney disease,Nephrotic syndrome,4231,5193,36 months,22,0.4236472174
Medicare,DMARD,Kidney disease,Nephrotic syndrome,4231,5193,Prior to index,25,0.4814172925
Medicare,DMARD,Lung disease,Apical Pulmonary fibrosis,4231,5193,12 months,4,0.0770267668
Medicare,DMARD,Lung disease,Apical Pulmonary fibrosis,4231,5193,24 months,4,0.0770267668
Medicare,DMARD,Lung disease,Apical Pulmonary fibrosis,4231,5193,36 months,4,0.0770267668
Medicare,DMARD,Lung disease,Apical Pulmonary fibrosis,4231,5193,Prior to index,3,0.0577700751
Medicare,DMARD,Lung disease,Interstitial lung disease,4231,5193,12 months,20,0.385133834
Medicare,DMARD,Lung disease,Interstitial lung disease,4231,5193,24 months,29,0.5584440593
Medicare,DMARD,Lung disease,Interstitial lung disease,4231,5193,36 months,34,0.6547275178
Medicare,DMARD,Lung disease,Interstitial lung disease,4231,5193,Prior to index,25,0.4814172925
Medicare,DMARD,Lung disease,Restrictive lung disease ,4231,5193,12 months,546,10.514153668
Medicare,DMARD,Lung disease,Restrictive lung disease ,4231,5193,24 months,753,14.50028885
Medicare,DMARD,Lung disease,Restrictive lung disease ,4231,5193,36 months,915,17.619872906
Medicare,DMARD,Lung disease,Restrictive lung disease ,4231,5193,Prior to index,1046,20.142499519
Medicare,DMARD,Neurological Disease,Cauda Equina syndrome,4231,5193,12 months,1,0.0192566917
Medicare,DMARD,Neurological Disease,Cauda Equina syndrome,4231,5193,24 months,3,0.0577700751
Medicare,DMARD,Neurological Disease,Cauda Equina syndrome,4231,5193,36 months,5,0.0962834585
Medicare,DMARD,Neurological Disease,Cauda Equina syndrome,4231,5193,Prior to index,17,0.3273637589
Medicare,DMARD,Neurological Disease,Spinal Cord compression,4231,5193,12 months,40,0.770267668
Medicare,DMARD,Neurological Disease,Spinal Cord compression,4231,5193,24 months,63,1.2131715771
Medicare,DMARD,Neurological Disease,Spinal Cord compression,4231,5193,36 months,70,1.347968419
Medicare,DMARD,Neurological Disease,Spinal Cord compression,4231,5193,Prior to index,103,1.9834392451
Medicare,DMARD,PsO/PsA,Psoriasis,4231,5193,12 months,276,5.3148469093
Medicare,DMARD,PsO/PsA,Psoriasis,4231,5193,24 months,360,6.9324090121
Medicare,DMARD,PsO/PsA,Psoriasis,4231,5193,36 months,415,7.9915270557
Medicare,DMARD,PsO/PsA,Psoriasis,4231,5193,Prior to index,415,7.9915270557
Medicare,DMARD,PsO/PsA,Psoriatic arthritis,4231,5193,12 months,477,9.1854419411
Medicare,DMARD,PsO/PsA,Psoriatic arthritis,4231,5193,24 months,548,10.552667052
Medicare,DMARD,PsO/PsA,Psoriatic arthritis,4231,5193,36 months,590,11.361448103
Medicare,DMARD,PsO/PsA,Psoriatic arthritis,4231,5193,Prior to index,526,10.129019834
Medicare,DMARD,Uveitis,Uveitis,4231,5193,12 months,339,6.5280184864
Medicare,DMARD,Uveitis,Uveitis,4231,5193,24 months,424,8.164837281
Medicare,DMARD,Uveitis,Uveitis,4231,5193,36 months,473,9.1084151743
Medicare,DMARD,Uveitis,Uveitis,4231,5193,Prior to index,522,10.051993068
Medicare,NSAID or no exposure,Cardiac disease,Aortic Insufficiency/Aortic Regurgitation,17983,26122,12 months,2070,7.9243549499
Medicare,NSAID or no exposure,Cardiac disease,Aortic Insufficiency/Aortic Regurgitation,17983,26122,24 months,2747,10.516040119
Medicare,NSAID or no exposure,Cardiac disease,Aortic Insufficiency/Aortic Regurgitation,17983,26122,36 months,3162,12.1047393
Medicare,NSAID or no exposure,Cardiac disease,Aortic Insufficiency/Aortic Regurgitation,17983,26122,Prior to index,3047,11.664497359
Medicare,NSAID or no exposure,Cardiac disease,Conduction Block,17983,26122,12 months,1970,7.5415358701
Medicare,NSAID or no exposure,Cardiac disease,Conduction Block,17983,26122,24 months,2664,10.198300283
Medicare,NSAID or no exposure,Cardiac disease,Conduction Block,17983,26122,36 months,3114,11.920986142
Medicare,NSAID or no exposure,Cardiac disease,Conduction Block,17983,26122,Prior to index,2745,10.508383738
Medicare,NSAID or no exposure,Cardiac disease,Myocardial infarction,17983,26122,12 months,438,1.6767475691
Medicare,NSAID or no exposure,Cardiac disease,Myocardial infarction,17983,26122,24 months,649,2.4844958273
Medicare,NSAID or no exposure,Cardiac disease,Myocardial infarction,17983,26122,36 months,786,3.0089579665
Medicare,NSAID or no exposure,Cardiac disease,Myocardial infarction,17983,26122,Prior to index,617,2.3619937218
Medicare,NSAID or no exposure,Inflammatory bowel disease,Crohn’s Disease,17983,26122,12 months,1145,4.3832784626
Medicare,NSAID or no exposure,Inflammatory bowel disease,Crohn’s Disease,17983,26122,24 months,1290,4.9383661282
Medicare,NSAID or no exposure,Inflammatory bowel disease,Crohn’s Disease,17983,26122,36 months,1378,5.2752469183
Medicare,NSAID or no exposure,Inflammatory bowel disease,Crohn’s Disease,17983,26122,Prior to index,1527,5.8456473471
Medicare,NSAID or no exposure,Inflammatory bowel disease,Ulcerative Colitis,17983,26122,12 months,721,2.7601255647
Medicare,NSAID or no exposure,Inflammatory bowel disease,Ulcerative Colitis,17983,26122,24 months,922,3.5295919149
Medicare,NSAID or no exposure,Inflammatory bowel disease,Ulcerative Colitis,17983,26122,36 months,1045,4.0004593829
Medicare,NSAID or no exposure,Inflammatory bowel disease,Ulcerative Colitis,17983,26122,Prior to index,1272,4.8694586938
Medicare,NSAID or no exposure,Kidney disease,Amyloidosis,17983,26122,12 months,29,0.1110175331
Medicare,NSAID or no exposure,Kidney disease,Amyloidosis,17983,26122,24 months,33,0.1263302963
Medicare,NSAID or no exposure,Kidney disease,Amyloidosis,17983,26122,36 months,38,0.1454712503
Medicare,NSAID or no exposure,Kidney disease,Amyloidosis,17983,26122,Prior to index,49,0.1875813491
Medicare,NSAID or no exposure,Kidney disease,IgA nephropathy,17983,26122,12 months,83,0.3177398362
Medicare,NSAID or no exposure,Kidney disease,IgA nephropathy,17983,26122,24 months,121,0.4632110864
Medicare,NSAID or no exposure,Kidney disease,IgA nephropathy,17983,26122,36 months,151,0.5780568104
Medicare,NSAID or no exposure,Kidney disease,IgA nephropathy,17983,26122,Prior to index,157,0.6010259551
Medicare,NSAID or no exposure,Kidney disease,Nephrotic syndrome,17983,26122,12 months,56,0.2143786846
Medicare,NSAID or no exposure,Kidney disease,Nephrotic syndrome,17983,26122,24 months,74,0.283286119
Medicare,NSAID or no exposure,Kidney disease,Nephrotic syndrome,17983,26122,36 months,83,0.3177398362
Medicare,NSAID or no exposure,Kidney disease,Nephrotic syndrome,17983,26122,Prior to index,81,0.3100834546
Medicare,NSAID or no exposure,Lung disease,Apical Pulmonary fibrosis,17983,26122,12 months,10,0.038281908
Medicare,NSAID or no exposure,Lung disease,Apical Pulmonary fibrosis,17983,26122,24 months,12,0.0459382896
Medicare,NSAID or no exposure,Lung disease,Apical Pulmonary fibrosis,17983,26122,36 months,13,0.0497664804
Medicare,NSAID or no exposure,Lung disease,Apical Pulmonary fibrosis,17983,26122,Prior to index,13,0.0497664804
Medicare,NSAID or no exposure,Lung disease,Interstitial lung disease,17983,26122,12 months,37,0.1416430595
Medicare,NSAID or no exposure,Lung disease,Interstitial lung disease,17983,26122,24 months,53,0.2028941122
Medicare,NSAID or no exposure,Lung disease,Interstitial lung disease,17983,26122,36 months,67,0.2564887834
Medicare,NSAID or no exposure,Lung disease,Interstitial lung disease,17983,26122,Prior to index,62,0.2373478294
Medicare,NSAID or no exposure,Lung disease,Restrictive lung disease ,17983,26122,12 months,2790,10.680652324
Medicare,NSAID or no exposure,Lung disease,Restrictive lung disease ,17983,26122,24 months,3926,15.029477069
Medicare,NSAID or no exposure,Lung disease,Restrictive lung disease ,17983,26122,36 months,4615,17.667100528
Medicare,NSAID or no exposure,Lung disease,Restrictive lung disease ,17983,26122,Prior to index,4694,17.969527601
Medicare,NSAID or no exposure,Neurological Disease,Cauda Equina syndrome,17983,26122,12 months,56,0.2143786846
Medicare,NSAID or no exposure,Neurological Disease,Cauda Equina syndrome,17983,26122,24 months,69,0.264145165
Medicare,NSAID or no exposure,Neurological Disease,Cauda Equina syndrome,17983,26122,36 months,72,0.2756297374
Medicare,NSAID or no exposure,Neurological Disease,Cauda Equina syndrome,17983,26122,Prior to index,83,0.3177398362
Medicare,NSAID or no exposure,Neurological Disease,Spinal Cord compression,17983,26122,12 months,384,1.4700252661
Medicare,NSAID or no exposure,Neurological Disease,Spinal Cord compression,17983,26122,24 months,464,1.7762805298
Medicare,NSAID or no exposure,Neurological Disease,Spinal Cord compression,17983,26122,36 months,516,1.9753464513
Medicare,NSAID or no exposure,Neurological Disease,Spinal Cord compression,17983,26122,Prior to index,622,2.3811346758
Medicare,NSAID or no exposure,PsO/PsA,Psoriasis,17983,26122,12 months,886,3.3917770462
Medicare,NSAID or no exposure,PsO/PsA,Psoriasis,17983,26122,24 months,1157,4.4292167522
Medicare,NSAID or no exposure,PsO/PsA,Psoriasis,17983,26122,36 months,1296,4.961335273
Medicare,NSAID or no exposure,PsO/PsA,Psoriasis,17983,26122,Prior to index,1513,5.7920526759
Medicare,NSAID or no exposure,PsO/PsA,Psoriatic arthritis,17983,26122,12 months,919,3.5181073425
Medicare,NSAID or no exposure,PsO/PsA,Psoriatic arthritis,17983,26122,24 months,1091,4.1765561596
Medicare,NSAID or no exposure,PsO/PsA,Psoriatic arthritis,17983,26122,36 months,1194,4.5708598117
Medicare,NSAID or no exposure,PsO/PsA,Psoriatic arthritis,17983,26122,Prior to index,1409,5.393920833
Medicare,NSAID or no exposure,Uveitis,Uveitis,17983,26122,12 months,1303,4.9881326085
Medicare,NSAID or no exposure,Uveitis,Uveitis,17983,26122,24 months,1666,6.3777658679
Medicare,NSAID or no exposure,Uveitis,Uveitis,17983,26122,36 months,1868,7.1510604089
Medicare,NSAID or no exposure,Uveitis,Uveitis,17983,26122,Prior to index,2092,8.0085751474
Medicare,TNF,Cardiac disease,Aortic Insufficiency/Aortic Regurgitation,4866,5929,12 months,269,4.5370214201
Medicare,TNF,Cardiac disease,Aortic Insufficiency/Aortic Regurgitation,4866,5929,24 months,388,6.5441052454
Medicare,TNF,Cardiac disease,Aortic Insufficiency/Aortic Regurgitation,4866,5929,36 months,464,7.8259402935
Medicare,TNF,Cardiac disease,Aortic Insufficiency/Aortic Regurgitation,4866,5929,Prior to index,475,8.0114690504
Medicare,TNF,Cardiac disease,Conduction Block,4866,5929,12 months,218,3.6768426379
Medicare,TNF,Cardiac disease,Conduction Block,4866,5929,24 months,332,5.59959521
Medicare,TNF,Cardiac disease,Conduction Block,4866,5929,36 months,416,7.0163602631
Medicare,TNF,Cardiac disease,Conduction Block,4866,5929,Prior to index,403,6.7970990049
Medicare,TNF,Cardiac disease,Myocardial infarction,4866,5929,12 months,29,0.4891212683
Medicare,TNF,Cardiac disease,Myocardial infarction,4866,5929,24 months,62,1.0457075392
Medicare,TNF,Cardiac disease,Myocardial infarction,4866,5929,36 months,87,1.467363805
Medicare,TNF,Cardiac disease,Myocardial infarction,4866,5929,Prior to index,101,1.7034913139
Medicare,TNF,Inflammatory bowel disease,Crohn’s Disease,4866,5929,12 months,527,8.8885140833
Medicare,TNF,Inflammatory bowel disease,Crohn’s Disease,4866,5929,24 months,572,9.6474953618
Medicare,TNF,Inflammatory bowel disease,Crohn’s Disease,4866,5929,36 months,594,10.018552876
Medicare,TNF,Inflammatory bowel disease,Crohn’s Disease,4866,5929,Prior to index,614,10.355877888
Medicare,TNF,Inflammatory bowel disease,Ulcerative Colitis,4866,5929,12 months,283,4.773148929
Medicare,TNF,Inflammatory bowel disease,Ulcerative Colitis,4866,5929,24 months,353,5.9537864733
Medicare,TNF,Inflammatory bowel disease,Ulcerative Colitis,4866,5929,36 months,390,6.5778377467
Medicare,TNF,Inflammatory bowel disease,Ulcerative Colitis,4866,5929,Prior to index,436,7.3536852758
Medicare,TNF,Kidney disease,Amyloidosis,4866,5929,12 months,6,0.1011975038
Medicare,TNF,Kidney disease,Amyloidosis,4866,5929,24 months,12,0.2023950076
Medicare,TNF,Kidney disease,Amyloidosis,4866,5929,36 months,12,0.2023950076
Medicare,TNF,Kidney disease,Amyloidosis,4866,5929,Prior to index,6,0.1011975038
Medicare,TNF,Kidney disease,IgA nephropathy,4866,5929,12 months,15,0.2529937595
Medicare,TNF,Kidney disease,IgA nephropathy,4866,5929,24 months,28,0.4722550177
Medicare,TNF,Kidney disease,IgA nephropathy,4866,5929,36 months,36,0.6071850228
Medicare,TNF,Kidney disease,IgA nephropathy,4866,5929,Prior to index,40,0.6746500253
Medicare,TNF,Kidney disease,Nephrotic syndrome,4866,5929,12 months,14,0.2361275089
Medicare,TNF,Kidney disease,Nephrotic syndrome,4866,5929,24 months,25,0.4216562658
Medicare,TNF,Kidney disease,Nephrotic syndrome,4866,5929,36 months,32,0.5397200202
Medicare,TNF,Kidney disease,Nephrotic syndrome,4866,5929,Prior to index,14,0.2361275089
Medicare,TNF,Lung disease,Apical Pulmonary fibrosis,4866,5929,12 months,0,0
Medicare,TNF,Lung disease,Apical Pulmonary fibrosis,4866,5929,24 months,0,0
Medicare,TNF,Lung disease,Apical Pulmonary fibrosis,4866,5929,36 months,0,0
Medicare,TNF,Lung disease,Apical Pulmonary fibrosis,4866,5929,Prior to index,1,0.0168662506
Medicare,TNF,Lung disease,Interstitial lung disease,4866,5929,12 months,6,0.1011975038
Medicare,TNF,Lung disease,Interstitial lung disease,4866,5929,24 months,11,0.185528757
Medicare,TNF,Lung disease,Interstitial lung disease,4866,5929,36 months,15,0.2529937595
Medicare,TNF,Lung disease,Interstitial lung disease,4866,5929,Prior to index,20,0.3373250126
Medicare,TNF,Lung disease,Restrictive lung disease ,4866,5929,12 months,430,7.252487772
Medicare,TNF,Lung disease,Restrictive lung disease ,4866,5929,24 months,678,11.435317929
Medicare,TNF,Lung disease,Restrictive lung disease ,4866,5929,36 months,825,13.914656772
Medicare,TNF,Lung disease,Restrictive lung disease ,4866,5929,Prior to index,921,15.533816833
Medicare,TNF,Neurological Disease,Cauda Equina syndrome,4866,5929,12 months,8,0.1349300051
Medicare,TNF,Neurological Disease,Cauda Equina syndrome,4866,5929,24 months,14,0.2361275089
Medicare,TNF,Neurological Disease,Cauda Equina syndrome,4866,5929,36 months,15,0.2529937595
Medicare,TNF,Neurological Disease,Cauda Equina syndrome,4866,5929,Prior to index,13,0.2192612582
Medicare,TNF,Neurological Disease,Spinal Cord compression,4866,5929,12 months,35,0.5903187721
Medicare,TNF,Neurological Disease,Spinal Cord compression,4866,5929,24 months,54,0.9107775342
Medicare,TNF,Neurological Disease,Spinal Cord compression,4866,5929,36 months,70,1.1806375443
Medicare,TNF,Neurological Disease,Spinal Cord compression,4866,5929,Prior to index,99,1.6697588126
Medicare,TNF,PsO/PsA,Psoriasis,4866,5929,12 months,447,7.5392140327
Medicare,TNF,PsO/PsA,Psoriasis,4866,5929,24 months,555,9.360769101
Medicare,TNF,PsO/PsA,Psoriasis,4866,5929,36 months,603,10.170349131
Medicare,TNF,PsO/PsA,Psoriasis,4866,5929,Prior to index,589,9.9342216225
Medicare,TNF,PsO/PsA,Psoriatic arthritis,4866,5929,12 months,694,11.705177939
Medicare,TNF,PsO/PsA,Psoriatic arthritis,4866,5929,24 months,790,13.324338
Medicare,TNF,PsO/PsA,Psoriatic arthritis,4866,5929,36 months,850,14.336313038
Medicare,TNF,PsO/PsA,Psoriatic arthritis,4866,5929,Prior to index,824,13.897790521
Medicare,TNF,Uveitis,Uveitis,4866,5929,12 months,564,9.5125653567
Medicare,TNF,Uveitis,Uveitis,4866,5929,24 months,688,11.603980435
Medicare,TNF,Uveitis,Uveitis,4866,5929,36 months,774,13.05447799
Medicare,TNF,Uveitis,Uveitis,4866,5929,Prior to index,797,13.442401754
